REL019866,Oxford Reader's Companion to Dickens,Paul Schlicke,Oxford University Press,2000
CN6891163,Palace: My Life in the Royal Family of Monaco,Charles Higham,Atheneum Books,1986
HK6717864,Paradise County,Karen Robards,Pocket,2001
MJ2015783,Pascal a Guided Tour,Leland L. Beck,Addison Wesley Longman,1994
HK7869315,Paths of Darkness Collector's Edition (Forgotten Realms: Paths of Darkness),R. A. Salvatore,Wizards of the Coast,2004
BK7118465,Peacocks Dancing,Sharon Maas,HarperCollins Publishers,2001
BK3128523,People of the River (First North Americans (Hardcover)),W. Michael Gear,St Martins Pr,1992
NOV451167,Personal Fouls,Peter Golenbeck,New Amer Library,1990
HK4251811,Phantoms,Dean R. Koontz,Berkley Publishing Group,2002
NY3745172,Pictor's Metamorphoses and Other Fantasies,Hermann Hesse,Farrar Straus Giroux,1982
CC8118228,Pinocchio (Classic Illustrated Treasury),Carlo Collodi,Chronicle Books,2001
MJ9702344,Planning Your Future: A Guide for Professional Women,Janet Skarbek,Professional Women's Institute,2001
NOV185326,Plumed Serpent,D. H. Lawrence,Lb May Assoc Inc,1999
877957878,Poison: An 87th Precinct Novel,Ed McBain,Arbor House Pub Co,1987
MJ3454162,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,Ballantine Books,1996
944276113,Postmark,Samantha Chase,Tudor Communications,1988
HK7432013,Prairie Nocturne : A Novel (Ay Adult - Doig),Ivan Doig,Scribner,2003
671413953,PRESENT DANGER,Norman Podhoretz,Simon Schuster,1980
717283208,Prince and the Pauper Walt Disney,Disney,Stoddart+publishing,1993
CC3120149,Privates (Stonewall Inn Editions),Gene Horowitz,St Martins Pr,1988
373094620,Promises,Mary Alice Kirk,Silhouette,1988
NOV130283,Psychology in Perspective (3rd Edition),Carol Tavris,Prentice Hall,2000
NOV816142,Pusher: An 87th Precinct Mystery (A Nightingale mystery in large print),Ed McBain,Thorndike Pr,1987
HK7388073,Queenmaker,India Edghill,Xlibris Corp,2000
HK8888222,Quizzing Canada,Sandra Martin,Not Avail,2000
REL816704,Railway Children Br 243 (Watermill Classics),Edith Nesbit,Troll Communications,1980
375407413,Random House Webster's College Dictionary,Random House,Random House Reference Publishing,1999
NOV945260,Reader's Digest Best Loved Books for Young Readers: The Red Badge of Courage,Stephen Crane,Choice Publishing,1989
CN1929156,Rebel Without Applause : Tales from the Castro Renaissance,C. Whitefeather Daniels,Fog City Publishers,1999
NOV312870,Red Mesa (Ella Clah),Aimee Thurlo,Forge Books,2001
HK6028368,Regular Guy (Guy Series),Sarah Weeks,HarperCollins Children's Books,1999
BK7651964,Renaissance (Life and Works Series),Nathaniel Harris,Smithmark Publishers,1996
REL312875,Resurrection (The Domain Trilogy),Steve Alten,Forge Books,2004
CC7864160,Revolting Librarians Redux: Radical Librarians Speak Out,Katia Roberto,McFarland Company,2003
BK6718360,RIDE THUNDER,Unknown,Pocket,1980
REL694523,Rising Phoenix Low Price Cassette : Low Price Cassette,Kyle Mills,HarperAudio,2000
REL735816,Robbie and Ronnie,Christine Kliphuis,Nord-Sud Verlag,2002
HK8799789,Rogue of Gor,John Norman,New Amer Library,1983
CN6700302,Roscoe,William Kennedy,Viking Books,2002
REL185326,Rubaiyat of Omar Khayyam (Wordsworth Classics),O. Khayyam,NTC/Contemporary Publishing Company,1997
HK1582431,Running After Antelope,Scott Carrier,Counterpoint Press,2002
CC8928809,Sacred Cows at the Public Trough,Nancy Ferguson,Maverick Publications (OR),1983
158063148,Salinger: A Biography,Paul Alexander,Renaissance Books,2000
NY1563892,Sandman Midnight Theatre,Neil Gaiman,Dc Comics,1995
CC4492419,Saturday the Rabbi Went Hungry,Harry Kemelman,Fawcett Books,1981
CN4490020,Scandal Broth A Question of Class (2 regencies in 1),Marian Devon,Ivy Books,1998
NOV340414,Schmetterling.,Gabriel Barylli,Lobbe,2001
NY7434503,Scottish Girls About Town,Various,Pocket Books,2003
449911748,Searching for Caleb,Anne Tyler,Ballantine Books,1996
REL440225,Secrecy,BELVA PLAIN,Dell,1998
HK9639304,Secrets to Running a Successful Business : How to Have Fun Getting More Business,Angelica Rose,Jlr Pub,1993
MJ4862687,Selected Poems (Dover Thrift Editions),Walt Whitman,Dover Publications,1991
REL034531,Sentenced to Prism,Alan Dean Foster,Del Rey Books,1991
MJ1573222,Seven Types of Ambiguity,Elliot Perlman,Riverhead Books,2004
NY7814094,Shadow of Doubt,Diane K. Todd,Cook Communications Ministries intl,1992
MJ8220009,Shakespeare's Twelfth Night (Cliffs Notes),James L. Roberts,Cliffs Notes,1960
NY4404784,She Was Nice to Mice,Alexandra E. Sheedy,Bantam Books,1977
HK3303127,Shockwave,Colin Forbes,Trans-Atlantic Publications,1990
849307355,Si yo fuese fuego,Cecco Angiolieri,Departamento de Filologa Italiana,2000
NOV061825,Silent Spring,Rachel Carson,Houghton Mifflin,2002
NOV157324,Simple Pleasures: Soothing Suggestions Small Comforts for Living Well Year Round,Robert Taylor,Conari Press,1997
CN4402039,Siren Song,Kathryn Kramer,Dell Publishing Company,1989
REL679405,Skating in the Dark,David Michael Kaplan,Random House Inc,1991
193156123,Sleep Toward Heaven: A Novel,Amanda Eyre Ward,MacAdam/Cage Publishing,2003
380706997,Small Pleasure,C.B. Christiansen,Harpercollins Juvenile Books,1989
NY1878348,Snorkeling Guide to Marine Life: Florida Caribbean Bahamas,Paul Humann,New World Publications,1995
BK1560246,Social Work in Ambulatory Care: New Implications for Health and Social Services,Gary Rosenberg,Haworth Press,1994
BK0312156,Some Men Are Lookers,Ethan Mordden,St. Martin's Press,1997
NOV342320,Sommer.,Benn Q. Holm,Dtv,2001
MJ0061052,Sorcerers of Majipoor (Prestimion Trilogy (Hardcover)),Robert Silverberg,Harpercollins,1997
892964464,Southern Discomfort (Deborah Knott Mysteries (Hardcover)),Margaret Maron,Mysterious Press,1993
NOV330281,Speaking Up,Levin B,Pan Macmillan,1983
REL743442,Spin This! : All the Ways We Don't Tell the Truth,Bill Press,Atria,2001
750208759,Sports Skills: Cricket (Sports Skills),Gill Lloyd,Hodder Stoughton Childrens Division,1993
BK1559391,Stages of Meditation,Dalai Lama,Snow Lion Publications,2003
345245326,Star Trek Log Five,Foster Dean,Not Avail,1975
MJ3303204,Starship Troopers: A Company of Stars (Pan Science Fiction),Christopher Stasheff,Pan Macmillan,1992
BK4512111,Step-Ball-Change,Jeanne Ray,New American Library,2004
CN8217162,Stolen Ecstasy,Janelle Taylor,Zebra Books,1985
399236201,Stormbreaker (Alex Rider Adventure),Anthony Horowitz,Philomel Books,2001
NOV446341,Stranger In the Mirror,Sidney Sheldon,"Warner Books, C/o Little Br",1982
HK7069196,Structured Cobol,Tyler Welburn,McGraw-Hill/Irwin,1994
CN4522822,Sugar,Bernice L. McFadden,Plume Books,2001
BK1314964,Sun Performance and Tuning: Sparc Solaris,Adrian Cockcroft,Prentice Hall,1994
CN8952980,Suppressed Inventions Other Discoveries,Jonathan Eisen,Perigee Books,1999
087923573,Swallows and Amazons (Godine Storyteller),Arthur Ransome,David R. Godine Publisher,1986
BK4463608,Sweeter Than Sin,Sara Orwig,Warner Books,1992
BK5532110,Tale of Two Cities,Charles Dickens,Bantam Books,1981
345313798,Talking With Your Child About Sex,Mary Calderone,Ballantine Books,1994
HK3405955,Tarot for Beginners (For Beginners),Kristyna Arcarti,Headway Books,1995
NY9446344,Teaching With Love and Logic: Taking Control of the Classroom,Jim Fay,Love Logic Press,1998
60609362,Telling Secrets,Frederick Buechner,HarperSanFrancisco,1992
HK3804102,Tent of Miracles,Jorge Amado,Harper Mass Market Paperbacks,1978
006108414,Texas Lonesome (Harper Monogram),Alice Duncan,Harper Mass Market Paperbacks,1996
NY6710079,The 34th Rule (Star Trek: Deep Space Nine),David R. George III,Star Trek,1999
NOV893753,The Adventures of Tom Sawyer (Watermill Classic),Mark Twain,Troll Communications,1984
MJ1580631,The America We Deserve,Donald Trump,St Martins Pr,2000
NOV195112,The Anxiety of Influence: A Theory of Poetry,Harold Bloom,Oxford University Press,1997
MJ3757561,The Art of the Moving Picture (Modern Library),Vachel Lindsay,Modern Library,2000
REL997164,The Babas revisited,Felix Chia,Heinemann Asia,1994
375505822,The Bay of Angels,Anita Brookner,Random House,2001
NOV394859,The Berenstain Bears to the Rescue,Stan Berenstain,Random House Children's Books,1983
HK7847085,The Best Thing About Christmas,Christine Harder Tangvald,Standard Pub,1998
HK1857997,The Birds (Phoenix 60p Paperbacks),Daphne Du Maurier,Orion Publishing Co,1996
REL155750,The Bloody Battle for Suribachi (Bluejacket Books),Richard Wheeler,Naval Institute Press,1994
NY8050228,The Book of Common Prayer,Century Hutchinson,Henry Holt Company,1992
140024506,The Bostonians (Modern Classics S.),Henry James,Penguin USA,1984
REL553285,The Bristling Wood (Deverry),Katharine Kerr,Spectra Books,1990
446611239,The Cabinet of Curiosities,Douglas Preston,Warner Books,2003
MJ6273274,The Cartoon Guide to the Environment,Larry Gonick,HarperResource,1996
MJ3808523,The Catenary Exchange,Jon Winters,Avon Books,1983
BK3302318,The childhood story of Christy Brown: (previously entitled My left foot);,Christy Brown,Pan Books,1972
330301748,The Circus of Adventure (Adventure Series),Enid Blyton,Pan Books - Macmillan UK,2003
057507065,The Collected Stories,Arthur C. Clarke,Gollancz,2001
NOV394580,The Complete Book of Pregnancy and Childbirth,Sheila Kitzinger,Random House Inc,1989
MJ2991777,The Complete Poetry of Catullus (Wisconsin Studies in Classics),Gaius Valerius Catullus,University of Wisconsin Press,2002
BK8733732,The Copyright Handbook: How to Protect and Use Written Works (3rd ed.),Stephen Fishman,Nolo.Com,1996
HK0486280,The Cricket on the Hearth and Other Christmas Stories (Dover Thrift Editions),Charles Dickens,Dover Publications,1994
NY3855042,The Da Vinci Code,Dan Brown,Doubleday Books,2003
159017061,The Day of the Owl (New York Review Books Classics),Leonardo Sciascia,New York Review of Books,2003
MJ3808090,The Defiant One,Danelle Harmon,Avon,2000
CN5909788,The Diamond Princess Steps Through the Mirror,Jahnna N. Malcolm,Scholastic,1999
60196017,The Doctor: A Novel,Patricia Duncker,Ecco Press,2000
743413016,The Dream Master (The Nebula Award-Winning Novel),Roger Zelazny,I Books,2001
NY4514103,The Edge of Heaven,Teresa Hill,Onyx Books,2002
HK5234052,The Enchanted Heart,Barbara Buck,Pinnacle Books,1980
62511645,The Essential Kabbalah: The Heart of Jewish Mysticism,Daniel Chanan Matt,Harpercollins,1995
BK8711321,The Face of War,Martha Gellhorn,Grove Press,1988
394753666,The Fatal Shore: The Epic of Australia's Founding,Robert Hughes,Vintage Books USA,1988
NY7720117,The Firebrand: William Lyon MacKenzie and the Rebellion in Upper Canada,William Kilbourn,Irwin Publishing,1977
HK5251071,The Flowering of the Renaissance,Vincent Cronin,E P Dutton,1969
CN5151159,The Fox Hunt (A Regency Romance),Maria Greene,Jove Books,1995
NOV140188,The Garden Party and Other Stories (Penguin Twentieth-Century Classics),Katherine Mansfield,Penguin Books,1998
CN0449219,The Gift of Asher Lev,Chaim Potok,Fawcett Books,1991
NOV723303,The God boy,Ian Cross,Whitcombe and Tombs,1972
HK6250517,The Good Red Road: Passages into Native America,Kenneth Lincoln,Harpercollins,1989
CN5720161,The Great Ghost Hunter,Elliott O'Donnell,Foulsham,1991
BK1895565,The Group of Seven and Tom Thomson: An Introduction,Anne Newlands,Firefly Books Ltd,1995
NY5532444,The Harem of Aman Akbar,Elizabeth Ann Scarborough,Bantam Books,1984
CN6797349,The Heidi Chronicles and Other Plays,Wendy Wasserstein,Vintage Books USA,1991
NOV354825,The HKCC History,Peter Yuen,HKCC Book Store,2023
MJ1863305,The hoax,Sophie Masson,Minerva,1997
CN4410084,The House in the High Wood: A Story of Old Talbotshire,Jeffrey E. Barlough,Ace Books,2001
MJ3129802,The Hunting Wind : An Alex McKnight Mystery (An Alex McKnight Novel),Steve Hamilton,St. Martin's Paperbacks,2002
CN6714730,The Incredibly Lazy Person's Guide to a Much Better Body (In Only Six Weeks),Randi Blaun,Simon Schuster,1983
937702145,The Irish Famine: An Illustrated History,Helen Litton,Irish Books Media,1994
385493916,The Journals of Sylvia Plath,Sylvia Plath,Anchor Books/Doubleday,1998
688150349,The Kidnapping of Aaron Greene,Terry Kay,William Morrow Company,1999
CN1404446,The Kreutzer Sonata and Other Stories (Penguin Classics),Leo Tolstoy,Penguin Books,1986
REL345412,The Last Don,MARIO PUZO,Ballantine Books,1997
CC7434172,The Last Vampire : A Novel,Whitley Strieber,Atria,2001
MJ1401099,The Levant Trilogy (Fortunes of War),Olivia Manning,Penguin USA,1988
REL208010,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,Flammarion,2001
NY3736525,The Lone Ranger (Greatest Texas Love Stories Of All Time),Sharon De Vita,Harlequin Books S.A.,1997
156718276,The Lost Secrets of Prayer: Practices for Self-Awakening,Guy Finley,Llewellyn Publications,1998
158717025,The Magic City,E. Nesbit,SeaStar Books,2000
786707240,The Mammoth Book of Oddballs and Eccentrics,Karl Shaw,Carroll Graf Publishers,2000
MJ7505164,The Marquis Wins (Ulverscroft Romance),Barbara Cartland,Ulverscroft Large Print,2001
NY6796426,The Meditations (Modern Library),Marcus Aurelius,Modern Library,2002
805028056,The Milagro Beanfield War,John Nichols,Henry Holt Co,1994
019282435,The Monk (World's Classics),M. G. Lewis,Oxford University Press,1995
CC7434376,The Mulberry Tree,Jude Deveraux,Pocket,2003
451200454,The Nabob's Daughter (Signet Regency Romance),Dawn Lindsey,Signet Book,2000
NY5213766,The New Cambridge English Course 4 Practice book with key,Michael Swan,Cambridge University Press,1993
CC3071020,The Night Before Christmas,Clement C. Moore,Golden Books,1988
NOV446324,The November Man,Bill Granger,Warner Books,1993
BK4251719,The Onassis Women: An Insider's Intimate Portrait,Kiki Feroudi Moutsatsos,Berkley Publishing Group,1999
CC8439396,The Outback Legacy (Outback Sagas),Aaron Fletcher,Leisure Books,1996
NOV449223,The Paper Princess/the Perfect Gentleman (Two Books in One),Marion Chesney,Fawcett Books,1994
NY1405852,The Penguin Book of Irish Verse,Brendan Kennelly,Penguin Books,1981
871920786,The photographer as designer,Vivian Varney,Davis Publications,1977
CN1460018,The Pleasures and Pains of Opium (Penguin Classics 60s),Thomas de Quincey,Penguin,1995
CN8836860,The Power of Faith,Smith Wigglesworth,Whitaker House,2000
CN3991522,The Prince Of Beverly Hills,Stuart Woods,Putnam Publishing Group,2004
155085115,The Psychology Major's Handbook,Tara L. Kuther,Wadsworth Publishing,2002
CC8125803,The Radiant Seas,Catherine Asaro,Tor Science Fiction,1999
CN3121519,The Reconstruction,Claudia Casper,St. Martin's Press,1997
HK6715261,The Return (Star Trek),William Shatner,Pocket Books,1996
HK3163726,The River : A Journey to the Source of HIV and AIDS,Edward Hooper,Little Brown Co,1999
NOV185828,The Rough Guide Opera: 100 Essential Cds (Rough Guides),Matthew Boyden,Rough Guides Limited,1999
MJ3933216,The Salt Letters: A Novel,Christine Balint,W.W. Norton Company,2001
CC3302563,The Scrabble Book,Derryn Hinch,Pan Macmillan,1979
MJ6898314,The Secret Garden (Aladdin Classics),Frances Hodgson Burnett,Aladdin,1999
MJ3129513,The Senator: My Ten Years With Ted Kennedy,Richard E. Burke,St. Martin's Press,1993
HK8828988,The Shepherd of the Hills,Harold Bell Wright,Pelican Publishing Company,1992
MJ4401813,The Silver Fox,Bonnie Drake,Dell Publishing,1983
BK5930452,The Smoke Jumper,Nicholas Evans,Bantam Press,2001
NY1565123,The Souvenir: A Daughter Discovers Her Father's War,Louise Steinman,Algonquin Books of Chapel Hill,2001
NOV821764,The Starlight Wish (Zebra Regency Romance),Janice Bennett,Zebra Books,1999
HK7651082,The Story of the House of Wooden Santas,Kevin Major,Smithmark Publishers,1998
HK0671035,The Sunnydale High Yearbook Buffy The Vampire Slayer,Christopher Golden,Simon Spotlight Entertainment,1999
NOV812550,The Talk Show Defense (Maggie Van Zandt Novels (Paperback)),Ken Gross,Forge,2000
155861274,The Test,Dorothy Bryant,Feminist Press,2001
BK5534832,The Tick: Seven More Exciting Adventures!,Clay Griffith,Skylark Books,1995
NY1842321,The Town House,Norah Lofts,House of Stratus,2000
NOV014005,The True History of the Elephant Man,Michael Howell,Penguin Books Ltd,1980
158663234,The Ultimate Doll Book,Caroline Goodfellow,MetroBooks (NY),2001
413144402,The Unrepeatable If...,Steve Bell,Arrow (A Division of Random House Group),1986
REL380401,The very first Shoe book,Jeff MacNelly,Avon,1978
449143589,The Voyagers,Vivian Lord,Fawcett Books,1982
NOV340165,The Way I See It Now,Cliff Richard,Hodder Stoughton General Division,1973
BK5906156,The Whales,Cynthia Rylant,Scholastic,2000
HK3851580,The will and last testament of Constance Cobble,Stanton Forbes,Crime Club by Doubleday,1980
REL451456,The Witches of Eileanan (Witches of Eileanan),Kate Forsyth,Roc,1998
MJ3960861,The Woods Hole Cantata: Essays on science and society,Gerald Weissmann,Dodd,1985
CN3453260,The Wounded Land,Stephen R. Donaldson,Del Rey Books,1981
REL750925,The Young Victoria,Alison Plowden,Sutton Publishing,2000
REL671551,THESE ARE THE VOYAGES (Star Trek),Charles Kurts,Star Trek,1996
440416280,Third Grade Pet,Judy Cox,Yearling,2000
CN3853150,This Year It Will Be Different: And Other Stories : A Christmas Treasury,Maeve Binchy,Bantam Dell Pub Group,1996
REL553245,Three Men Out,Rex Stout,Bantam Books,1994
MJ6796017,Thus Spoke Zarathustra : A Book for All and None (Modern Library),FRIEDRICH NIETZSCHE,Modern Library,1995
REL425079,Time Enough for Love,Robert A. Heinlein,Berkley Publishing Group,1984
REL220301,Tintin et l'Alph-Art (L'euvre intograle de Herg),Herge,Casterman,1987
MJ0345373,To Love Again,Bertrice Small,Ballantine Books,1993
CN8499758,Todaysgirls.com #5: Luv @ First Site,Tess Eileen Kindig,Thomas Nelson,2000
REL970214,Too Dead To Swing,Hal Glatzer,Audio Playwrights,2000
BK3548363,Tote haben keine Lobby. Die Dunkelziffer der vertuschten Morde.,Sabine Rockert,Ullstein Tb,2002
CN8925522,Track Conditions: A Memoir,Michael Klein,Persea Books,1997
553482750,Trash Talk (Super Hoops Series No. 3),Hank Herman,Skylark Books,1996
REL441009,Tree Girl,T. A. Barron,Ace Books,2002
307615324,Trixie Belden and the Mysterious Visitor,Kathryn Kenny,Goldencraft,1979
CN8069966,True Sea Stories (Ture Stories Series),Paul Aston,Sterling Publishing,1997
NOV689853,Turnabout,Margaret Peterson Haddix,Aladdin Publishing Company,2002
BK3739701,Twist Of Fate,Jayne Ann Krentz,Worldwide Library,1986
HK1567182,Ufos over Topanga Canyon: Eyewitness Accounts of the California Sightings,Preston Dennett,Llewellyn Publications,1999
843390653,Una Pena En Observacion,C. S. Lewis,Anagrama,1994
CC8217710,Under the Kissing Bough (Zebra Regency Romance),Shannon Donnelly,Kensington Publishing Corporation,2001
284261267,Une voix dans la nuit,Yasushi Inou,Serpent plumes,2001
NOV743245,Unpaid Dues: A Munch Mancini Crime Novel,Barbara Seranella,Scribner,2003
812510771,Upstaged (Palm Beach Prep),Elle Wolfe,Tor Books,1990
HK7445084,Vampire Master,Virginia Ironside,Walker Books,1989
HK8804476,Venere Lesa,Paolo Maurensig,Distribooks,2002
HK8898410,Victims of Gravity,Dayv James-French,Porcupine's Quill,1990
CN4410008,Viravax,Bill Ransom,Ace Books,1994
NOV610081,Voice of the Heart,Barbara Taylor Bradford,HarperTorch,1995
HK8050320,Wabash: A Novel,Robert Olen Butler,Henry Holt Co,1994
865474877,Walking on Water: Reflections on Faith and Art,Madeleine L'Engle,North Point Press,1995
MJ3745257,War Fever,J.G. Ballard,Noonday Press,1999
375813128,Watch Me Grow (Growth Chart Coloring),Jeff Albrecht,Random House Books for Young Readers,2001
031226481,We Love Harry Potter!,Sharon Moore,St. Martin's Press,1999
158479291,Weekend Knitting : 50 Unique Projects and Ideas,Melanie Falick,Stuart,2003
CN3854703,We're Off to See the Killer,William Murray,Doubleday Books,1993
916119599,What Do You See?,Rozanne Lanczak Williams,Creative Teaching Press,1994
MJ3453166,What to Do After You Turn Off the TV,FRANCES MOORE LAPPE,Ballantine Books,1985
NY3807793,When Dinosaurs Ruled the Basement (An Avon Camelot Book),William L. Deandrea,Harpercollins Juvenile Books,1995
786006587,When the Wind Blows,Zachary Alan Fox,Pinnacle Books,1999
NOV896211,Where the Truth Lies,Helen Hayes,Thorndike Pr,1988
CN3453133,White Dragon #03,Anne McCaffrey,Del Rey Books,1983
HK8711336,Who Needs Theatre: Dramatic Opinions,Robert Brustein,Atlantic Monthly Press,1987
MJ3800056,Why Me?  the Story of Jenny,Patricia Dizenzo,Harpercollins Juvenile Books,1991
674953002,Wild Boy of Aveyron,Harlan Lane,Harvard University Press,1979
158229012,Will I Ever Be Whole Again? Surviving the Death of Someone You Love,Sandra Picklesimer Aldrich,Howard Publishing Company,1999
385315023,Windy City Blues (V.I. Warshawski Novels (Hardcover)),Sara Paretsky,Bantam Dell Pub Group,1995
NOV316482,Wintering,Diana Kappel-Smith,Little Brown and Company,1984
531029484,Witches: A First Book (First Book),Rhoda Blumberg,Scholastic Library Pub,1979
MJ6714399,WLD ACCORDNG GARP,Irving,Pocket,1981
842383824,Women in mid-life crisis,Jim Conway,Tyndale House,1983
REL089588,Wordperfect 5.1 Instant Reference (Sybex Prompter Series),Greg Harvey,Sybex Inc,1990
140299939,World's End (Contemporary American Fiction),T. Coraghessan Boyle,Penguin Books,1990
NOV089879,Writing Romances: A Handbook by the Romance Writers of America,Rita Gallagher,Writer's Digest Books,1997
SEHH2042,C++ Language for Beginners,"C. K. Tsang, Ken; H. S. Chiu",HKCC IT Publication,2023
IT2042-01A,Object-oriented design using C++,David Chu; Jimmy Hui; Michael Yeung; Russell Lo,2042 Subject Team Ltd.,2022
SEHH2041a,"Applied Computing, starts from ABC",Pat Chan,"CC Books Co., Ltd.",2023
JAP1234,"Japanese: In a ""Chinese"" style",Sen Sei,"CC Books Co., Ltd.",2020
JAVA2233,"""J"", is for Java",Sun Sir,"CC Co., Ltd.",2020
1234C,"C++: ""Basic"" Syntax",Tom,"CC Co., Ltd.",2023
